id,review_body,stars,language,lenght_review_body,review_body_clean,sentiment
102180,"Muy buen material. Viene bien enrollado, sin nudos. Color blanco puro.",4,es,70,muy buen material viene bien enrollado sin nudos color blanco puro,positivo
102476,"Estoy encantada con el ordenador. La verdad, creí que era más pequeño, pero es más grande de lo que esperaba y me caben las cremas, sombras, lápices, pinturas de uñas... De todo. Muchas gracias",5,es,193,estoy encantada con el ordenador la verdad creí que era más pequeño pero es más grande de lo que esperaba y me caben las cremas sombras lápices pinturas de uñas de todo muchas gracias,positivo
103314,"Un cierre un tanto estraño pero te acostumbras muy buena, mi padre la utiliza y le va bien",4,es,90,un cierre un tanto estraño pero te acostumbras muy buena mi padre la utiliza y le va bien,positivo
103713,La descripción del producto no corresponde con el que mandan es mentira lo he comprado dos veces pensando que la primera vez era un error y los dos espejos que han mandado no tiene para cargar con USB ni venía con cable solo para utilizarlo con pilas,1,es,250,la descripción del producto no corresponde con el que mandan es mentira lo he comprado dos veces pensando que la primera vez era un error y los dos espejos que han mandado no tiene para cargar con usb ni venía con cable solo para utilizarlo con pilas,negativo
104032,"Muy bonito, aunque en los cajones apenas cabe nada, es más bien de decoración y las bisagras que sujetan los espejos de los lados, no aguantan su propio peso y han cedido por completo, cayéndose ambos y teniendo que terminar por quitarlos. Una pena, porque es precioso .",3,es,270,muy bonito aunque en los cajones apenas cabe nada es más bien de decoración y las bisagras que sujetan los espejos de los lados no aguantan su propio peso y han cedido por completo cayéndose ambos y teniendo que terminar por quitarlos una pena porque es precioso,neutro
104139,"El envio hacia Portugal se retraso y aún no llega. Estoy esperando respuesta de Amazon al parecer esta extraviado, es la segunda vez que me pasa.",1,es,145,el envio hacia portugal se retraso y aún no llega estoy esperando respuesta de amazon al parecer esta extraviado es la segunda vez que me pasa,negativo
104269,"La encontré de oferta y la aproveché. Está bien para iniciarse con el instrumento y es bonita. Además, la funda y el cordel para colgársela son muy útiles. Como capricho no está mal.",4,es,182,la encontré de oferta y la aproveché está bien para iniciarse con el instrumento y es bonita además la funda y el cordel para colgársela son muy útiles como capricho no está mal,positivo
104312,"Lo compré y no lo he recibido. Les acabo de escribir un segundo mail hoy, espero me contesten y me den una solución.",1,es,116,lo compré y no lo he recibido les acabo de escribir un segundo mail hoy espero me contesten y me den una solución,negativo
104334,"Funciona muy bien, pero como ya se hai dicho en otras opiniones, hay q tener cuidado con las manos, los imanes son muy fuertes.",4,es,127,funciona muy bien pero como ya se hai dicho en otras opiniones hay q tener cuidado con las manos los imanes son muy fuertes,positivo
104338,"No estaba nueva del todo tenía un 13% de desgaste , por lo demás funciona y el iPad de momento no a dado problema. No contacté con el vendedor para cambiarla por q después de todo el trabajo q me dio desmontar el iPad y q su vieja batería había muerto del todo tenía prisa y lo necesitaba.",2,es,289,no estaba nueva del todo tenía un de desgaste por lo demás funciona y el ipad de momento no a dado problema no contacté con el vendedor para cambiarla por q después de todo el trabajo q me dio desmontar el ipad y q su vieja batería había muerto del todo tenía prisa y lo necesitaba,negativo
104360,"Mala calidad!!! . Ni siquiera viene instrucciones de montaje. Una vez montada se mueve mas que un flan. Como no lo pegues con pegamento no se queda firme. Y con cuidado, no pongas de mas, Porque se mancha todo. Ademas tampoco queda muy firme. Ademas, se rompe con facilidad. No lo recomiendo en absoluto.!!!!!!!",1,es,311,mala calidad ni siquiera viene instrucciones de montaje una vez montada se mueve mas que un flan como no lo pegues con pegamento no se queda firme y con cuidado no pongas de mas porque se mancha todo ademas tampoco queda muy firme ademas se rompe con facilidad no lo recomiendo en absoluto,negativo
104554,"Las pipetas no tienen un buen principio activo y su efecto no dura 1 mes. Una buena pipeta debe cumplir, entre otras cosas, esas dos cosas. Además y no menos importante, no se pueden devolver.",1,es,192,las pipetas no tienen un buen principio activo y su efecto no dura mes una buena pipeta debe cumplir entre otras cosas esas dos cosas además y no menos importante no se pueden devolver,negativo
105251,"Deja el pelo con mucho brillo y con un agradable aroma, pero si tienes el pelo muy seco le falta hidratación.",3,es,109,deja el pelo con mucho brillo y con un agradable aroma pero si tienes el pelo muy seco le falta hidratación,neutro
105293,Mi producto se ha retrasado y deseo que llegue lo más pronto. Gracias,3,es,69,mi producto se ha retrasado y deseo que llegue lo más pronto gracias,neutro
105556,"La compré para proteger un bici estática del sol. Cumple su misión, aunque es demasiado grande. Pero bueno, ya se sabe, ande o no ande caballo grande. Llegó plegada en una bolsa del mismo tejido. Impresionante lo arrugada que queda.",3,es,232,la compré para proteger un bici estática del sol cumple su misión aunque es demasiado grande pero bueno ya se sabe ande o no ande caballo grande llegó plegada en una bolsa del mismo tejido impresionante lo arrugada que queda,neutro
105918,"Al segundo uso de la aspiradora, el cepillo pequeño que se supone que es para limpiar los pelos de los animales ha dejado de funcionar, he intentado limpiarlo, pero ahora no funciona. Después de 2 meses de uso la verdad es que no la recomiendo",1,es,243,al segundo uso de la aspiradora el cepillo pequeño que se supone que es para limpiar los pelos de los animales ha dejado de funcionar he intentado limpiarlo pero ahora no funciona después de meses de uso la verdad es que no la recomiendo,negativo
106430,Son chulas pero a mi hijo le aprietan y le dejan marca y eso que tiene 3 años y es delgado,4,es,90,son chulas pero a mi hijo le aprietan y le dejan marca y eso que tiene años y es delgado,positivo
107052,"Compré este producto como regalo. Me decanté por esta opción porque según su descripción, esta esfera tenía un diámetro de 10 pulgadas (la que yo había visto en una tienda sólo tenía 8, y pensé que pagar un poco más por un producto algo más grande merecería la pena). Cuando llegó y lo regalé, vi que el tamaño era en realidad el mismo que el de otros productos, que eran más baratos y venían con adaptador de corriente (este sólo tiene cable para enchufar al USB). Si no llega a ser un regalo, lo devuelvo.",1,es,507,compré este producto como regalo me decanté por esta opción porque según su descripción esta esfera tenía un diámetro de pulgadas la que yo había visto en una tienda sólo tenía y pensé que pagar un poco más por un producto algo más grande merecería la pena cuando llegó y lo regalé vi que el tamaño era en realidad el mismo que el de otros productos que eran más baratos y venían con adaptador de corriente este sólo tiene cable para enchufar al usb si no llega a ser un regalo lo devuelvo,negativo
107422,Perfecto. La descripcion es exacta al producto entregado,5,es,56,perfecto la descripcion es exacta al producto entregado,positivo
107780,"Lana si, gruesa no. 5 pares por 14 euros? Bien y ya esta",2,es,56,lana si gruesa no pares por euros bien y ya esta,negativo
108500,"me parece bien el diseño , un poco mas grande de lo que yo pensaba , igual que en las fotos .....",3,es,97,me parece bien el diseño un poco mas grande de lo que yo pensaba igual que en las fotos,neutro
108762,"El producto es muy sencillito,nada que ver con otras marcas conocidas,,,,y el problema es que hace muchisimo ruido,,,recomiendo no comprar.",1,es,139,el producto es muy sencillitonada que ver con otras marcas conocidasy el problema es que hace muchisimo ruidorecomiendo no comprar,negativo
109152,Tal y como en la descripcion,5,es,28,tal y como en la descripcion,positivo
109212,"No lo compres porque es tirar el dinero, a pesar de lo que digan otros comentarios, hazme caso. El cristal del Xiaomi Redmi Note 5 tiene un rebaje o bisel en su perímetro en el que el protector queda elevado. El protector debería ser un poco más pequeño -como he visto en otros protectores de amigos con el mismo móvil- para que no quedase sobrante sobre el bisel de la pantalla. Este sobrante hace que el protector sea débil en todo su perímetro. El mismo día que lo puse se me cayó del soporte del coche y rompió. Además, la suciedad y el polvo se acumulan en este reborde elevado. Una birria, vamos",1,es,601,no lo compres porque es tirar el dinero a pesar de lo que digan otros comentarios hazme caso el cristal del xiaomi redmi note tiene un rebaje o bisel en su perímetro en el que el protector queda elevado el protector debería ser un poco más pequeño como he visto en otros protectores de amigos con el mismo móvil para que no quedase sobrante sobre el bisel de la pantalla este sobrante hace que el protector sea débil en todo su perímetro el mismo día que lo puse se me cayó del soporte del coche y rompió además la suciedad y el polvo se acumulan en este reborde elevado una birria vamos,negativo
109342,Cumple muy bien con las espectativas de retirada de piojos pero no se desliza tan bien como otras liendreras del mismo estilo. Es buena pero no fantástica.,3,es,155,cumple muy bien con las espectativas de retirada de piojos pero no se desliza tan bien como otras liendreras del mismo estilo es buena pero no fantástica,neutro
109412,"Estoy embarazada de casi 7 meses, me molesta la zona lumbar y al ponerme el cinturón noto alivio y sensacion de ligereza, es bastante cómodo. Lo recomiendo",5,es,155,estoy embarazada de casi meses me molesta la zona lumbar y al ponerme el cinturón noto alivio y sensacion de ligereza es bastante cómodo lo recomiendo,positivo
109438,"La TV se bloque, sin responder al mando, ni a los botenes fisicos de la propia TV, ni siquiera el de apagado, llegando a perder el sonido a los pocos minutos. La unica forma de desbloquearla es apagarla de la toma de alimentacion. Es una pena, ya que la TV se ve muy bien por el precio. Veremos la respuesta del servicio tecnico de TD System, ya que aunque la compra es a traves de Amazon, TD marca que la gestion de la devolucion tiene que ser a traves de ellos.",1,es,463,la tv se bloque sin responder al mando ni a los botenes fisicos de la propia tv ni siquiera el de apagado llegando a perder el sonido a los pocos minutos la unica forma de desbloquearla es apagarla de la toma de alimentacion es una pena ya que la tv se ve muy bien por el precio veremos la respuesta del servicio tecnico de td system ya que aunque la compra es a traves de amazon td marca que la gestion de la devolucion tiene que ser a traves de ellos,negativo
110656,"Es un reloj muy pequeño, no viene con la cadena de reloj de bolsillo sino con otra para colgar al cuello. Además, la tapa no viene labrada, es de otro color y no tiene el agujero para poder ver la hora estando cerrado. Totalmente defraudado con la compra. No lo devuelvo porque para lo que ha costado no merece ni la pena molestarse.",1,es,333,es un reloj muy pequeño no viene con la cadena de reloj de bolsillo sino con otra para colgar al cuello además la tapa no viene labrada es de otro color y no tiene el agujero para poder ver la hora estando cerrado totalmente defraudado con la compra no lo devuelvo porque para lo que ha costado no merece ni la pena molestarse,negativo
110809,"El telefono fantastico, la pega es las paginas de publicidad que se te descargan solas una y otra vez. Imposible quitar la aplicacion!",3,es,134,el telefono fantastico la pega es las paginas de publicidad que se te descargan solas una y otra vez imposible quitar la aplicacion,neutro
111070,Después de más de un mes de espera. Todavía no ha llegado. Me han retrasado el pedido dos veces y ya ni siquiera me dicen cuando puede que venga.,1,es,145,después de más de un mes de espera todavía no ha llegado me han retrasado el pedido dos veces y ya ni siquiera me dicen cuando puede que venga,negativo
111105,"Doy 3 estrellas porque no me parecen cómodos del todo, muy grandes y a mí se me caen con los movimientos, para hacer ejercicio no me servirían. Pero funcionan muy bien y se oye genial.",3,es,184,doy estrellas porque no me parecen cómodos del todo muy grandes y a mí se me caen con los movimientos para hacer ejercicio no me servirían pero funcionan muy bien y se oye genial,neutro
111689,"Hay que apretar bastante la pantalla para que te reconozca el táctil. Sinceramente, no lo volvería a comprar",2,es,108,hay que apretar bastante la pantalla para que te reconozca el táctil sinceramente no lo volvería a comprar,negativo
111937,"Perfecto para transportar tus pertenencias, elegante y durarero.",5,es,64,perfecto para transportar tus pertenencias elegante y durarero,positivo
112041,"Se ve muy made in China, dura unas 3 horas caliente y se limpia regular. La próxima vez invierto más en uno de renombre.",2,es,120,se ve muy made in china dura unas horas caliente y se limpia regular la próxima vez invierto más en uno de renombre,negativo
112065,"No me ha llegado, porque no había en stock, pero enseguida me reembolsaron el dinero..... Así si.",2,es,97,no me ha llegado porque no había en stock pero enseguida me reembolsaron el dinero así si,negativo
112240,muy bien el servicio posventa de foscam tracy xia muy bien la información,4,es,73,muy bien el servicio posventa de foscam tracy xia muy bien la información,positivo
112347,"Para el patchwork va perfecto. Esperaba que el rodillo fuese de goma, pero es de plástico. Aún así cumple su función. Marca perfectamente la doblez de la tela.",5,es,159,para el patchwork va perfecto esperaba que el rodillo fuese de goma pero es de plástico aún así cumple su función marca perfectamente la doblez de la tela,positivo
112670,"Sirve. Está bien, cumple. La relación entre prestaciones y precio es buena. Permite la insercción de los cables correctamente en cuanto le coges el truquillo",3,es,157,sirve está bien cumple la relación entre prestaciones y precio es buena permite la insercción de los cables correctamente en cuanto le coges el truquillo,neutro
112784,"Funciona bien, caben tostadas gruesas, me gusta el diseño y la relación calidad/precio es muy correcta.",5,es,103,funciona bien caben tostadas gruesas me gusta el diseño y la relación calidadprecio es muy correcta,positivo
112898,"Tamaño ideal, algodón de alta calidad y envío correcto",5,es,54,tamaño ideal algodón de alta calidad y envío correcto,positivo
113018,"Aproximadamente 1 año despues, se ha aflojado y pronto perderá su elasticidad. Esperaba que hubiera sido mejor la tela.",4,es,119,aproximadamente año despues se ha aflojado y pronto perderá su elasticidad esperaba que hubiera sido mejor la tela,positivo
113237,Fueron bastante bien y son bastante económicos en comparación con los d marca,4,es,77,fueron bastante bien y son bastante económicos en comparación con los d marca,positivo
113477,"Lo llevo usando varios meses a diario y funciona genial. Lo único es que en algunas botellas no llega hasta el final, pero merece la pena.",5,es,138,lo llevo usando varios meses a diario y funciona genial lo único es que en algunas botellas no llega hasta el final pero merece la pena,positivo
113589,Me gusta todo y lo uso a diario,5,es,31,me gusta todo y lo uso a diario,positivo
113682,"Está bien, pero por ejemplo no se aguanta sin ponerle el tornillo, y además no lo trae, debería explicarse antes",3,es,112,está bien pero por ejemplo no se aguanta sin ponerle el tornillo y además no lo trae debería explicarse antes,neutro
113746,"Prescindible aunque se pasa el rato. El final abierto lo hace mas interesante aunque la trama "" SUENA"" a otros libros.",3,es,118,prescindible aunque se pasa el rato el final abierto lo hace mas interesante aunque la trama suena a otros libros,neutro
113819,"Fue una estafa total, primero me dijeron que se retrasaría un o dos días, luego que llegava ese mismo día y al final el día que tenia que llegar me mandaron un mensaje que me devolvían el dinero.Si quería podía comprarlo otra vez pero más del doble del precio anterior. No he logrado saber porque no llego así que mi conclusión es que se trata de un engaño,",1,es,357,fue una estafa total primero me dijeron que se retrasaría un o dos días luego que llegava ese mismo día y al final el día que tenia que llegar me mandaron un mensaje que me devolvían el dinerosi quería podía comprarlo otra vez pero más del doble del precio anterior no he logrado saber porque no llego así que mi conclusión es que se trata de un engaño,negativo
113848,"Estoy empezando a usarlo, pero ya he visto que va muy bien",5,es,58,estoy empezando a usarlo pero ya he visto que va muy bien,positivo
114038,"No me han gustado. Están bastante mal acabados, las juntas tienen rebabas, el diseño de corazones no se aprecia bien y no se parecen mucho a las fotos de la presentación. Son una imitación bastante mala incluso por el precio que tienen. El metal del que están hechos se ve muy basto. Se los he regalado a mi hija para jugar a disfrazarse.",2,es,338,no me han gustado están bastante mal acabados las juntas tienen rebabas el diseño de corazones no se aprecia bien y no se parecen mucho a las fotos de la presentación son una imitación bastante mala incluso por el precio que tienen el metal del que están hechos se ve muy basto se los he regalado a mi hija para jugar a disfrazarse,negativo
114046,"La mesa no está mal, pero la recibí dos días más tarde (compra con prime) y golpeada significativamente. La altura son 30cm no 20 como indica el anuncio.",2,es,153,la mesa no está mal pero la recibí dos días más tarde compra con prime y golpeada significativamente la altura son cm no como indica el anuncio,negativo
114064,la ranura para sacar las bolsas es demasiado estrecha. Incómodo y con poca capacidad,2,es,84,la ranura para sacar las bolsas es demasiado estrecha incómodo y con poca capacidad,negativo
114126,"Buena funda. El apoyo de la tablet no es fijo, se llega a caer",4,es,62,buena funda el apoyo de la tablet no es fijo se llega a caer,positivo
114133,Creo que hay otras marcas con calidad similares y mas baratas. No volveria a comprar,3,es,84,creo que hay otras marcas con calidad similares y mas baratas no volveria a comprar,neutro
114366,"No lo he usado todavia, pero en anteriores compras me ha ido muy bien",5,es,69,no lo he usado todavia pero en anteriores compras me ha ido muy bien,positivo
114595,"La funda tapa el micrófono, tiene huecos enormes en la cámara y la huella dactilar, la peor funda que se puede comprar... Además no se nota que agarre bien el móvil y se queda por la parte de delante muy a ras con el cristal.. por lo que una caída de frente sería una rotura de pantalla segura. Servicio postventa nefasto.. ni me voy a molestar en devolverla gastándome un dinero en devolverla.. tienen mi dinero pero espero que el de nadie más.",1,es,445,la funda tapa el micrófono tiene huecos enormes en la cámara y la huella dactilar la peor funda que se puede comprar además no se nota que agarre bien el móvil y se queda por la parte de delante muy a ras con el cristal por lo que una caída de frente sería una rotura de pantalla segura servicio postventa nefasto ni me voy a molestar en devolverla gastándome un dinero en devolverla tienen mi dinero pero espero que el de nadie más,negativo
115177,"Es fácil de instalar pero no entiendo por que no lo han algo más ancho , para mi gusto demasiado estrecho y queda bastante pantalla sin cubrir por los borde, a la semana se despegó. Un fiasco",1,es,191,es fácil de instalar pero no entiendo por que no lo han algo más ancho para mi gusto demasiado estrecho y queda bastante pantalla sin cubrir por los borde a la semana se despegó un fiasco,negativo
115434,Totalmente compatible con el teléfono y el reloj,4,es,48,totalmente compatible con el teléfono y el reloj,positivo
115517,"Los compré para evitar los de tela por las manchas, pero se estropean antes por el material y son más rígidos, aunque también más impermeables. No están mal",3,es,156,los compré para evitar los de tela por las manchas pero se estropean antes por el material y son más rígidos aunque también más impermeables no están mal,neutro
115566,Esta bien. Ruido pero no excesivo. Y no tiene regulador de calor. Solo frio y caliente. Sencillo de usar.,4,es,105,esta bien ruido pero no excesivo y no tiene regulador de calor solo frio y caliente sencillo de usar,positivo
115779,"Cable de bastante calidad. Viene muy buen presentado, en una caja que deja ver que estamos antes un cable Premium. El funcionamiento es perfecto en un televisor 4K UHD con un reproductor UHD.",5,es,191,cable de bastante calidad viene muy buen presentado en una caja que deja ver que estamos antes un cable premium el funcionamiento es perfecto en un televisor k uhd con un reproductor uhd,positivo
116197,"He comprado este reproductor porque cuando salgo a correr me gusta escuchar música y con el móvil en la mano es muy molesto, así con este reproductor mp3 es mucho mas cómodo. Los cascos si som por cable hay que usar el clip y situar el reproductor en la parte superior. En mi caso utilizo cascos inalámbricos para correr y los conecto por bluetooth, así tengo el reproductor en la muñeca como reloj. Muy práctico para los deportes.",5,es,431,he comprado este reproductor porque cuando salgo a correr me gusta escuchar música y con el móvil en la mano es muy molesto así con este reproductor mp es mucho mas cómodo los cascos si som por cable hay que usar el clip y situar el reproductor en la parte superior en mi caso utilizo cascos inalámbricos para correr y los conecto por bluetooth así tengo el reproductor en la muñeca como reloj muy práctico para los deportes,positivo
116202,"Es una maravilla, tiendo la ropa y cuando está seca la plancho directamente sin necesidad de planchador asi que fenomenal. Me encanta, y la entrega súper rápida, antes de lo esperado.",5,es,183,es una maravilla tiendo la ropa y cuando está seca la plancho directamente sin necesidad de planchador asi que fenomenal me encanta y la entrega súper rápida antes de lo esperado,positivo
116208,Parece que va bien. Tampoco lo uso mucho. Pero cumple.,4,es,54,parece que va bien tampoco lo uso mucho pero cumple,positivo
116909,"Es suave y bonita,si, pero es literalmente tan pequeña como un paño de cocina. Para raza Toy perfecto.Pero no mas.",2,es,114,es suave y bonitasi pero es literalmente tan pequeña como un paño de cocina para raza toy perfectopero no mas,negativo
117085,"Funciona correctamente y se ve bien sobre todo de día, con poca luz pierde mucho pero vale. Yo la monté en un Citroën C4 del año 2016 y tube que alimentarla a través de un relé; primero lo hice directamente a la luz de marcha atrás y al encender el coche dejaba de funcionar. La recomiendo, por 10€ cumple su función.",4,es,317,funciona correctamente y se ve bien sobre todo de día con poca luz pierde mucho pero vale yo la monté en un citron c del año y tube que alimentarla a través de un relé primero lo hice directamente a la luz de marcha atrás y al encender el coche dejaba de funcionar la recomiendo por cumple su función,positivo
117295,Lo compré cuando leí las buenas opiniones y nada k ver. Se rompe con sólo ponerlo....se despega al momento y el táctil del móvil keda prácticamente anulado. Muy mala compra,1,es,172,lo compré cuando leí las buenas opiniones y nada k ver se rompe con sólo ponerlose despega al momento y el táctil del móvil keda prácticamente anulado muy mala compra,negativo
117646,El producto cobrado hace una semana y todavía no lo he recibido.,1,es,64,el producto cobrado hace una semana y todavía no lo he recibido,negativo
117810,"Me ha encantado , muy útil , llego un poco antes de la fecha acordada",4,es,69,me ha encantado muy útil llego un poco antes de la fecha acordada,positivo
118304,"El producto responde a las características descritas (mejor verlo en la propia página de Cecotec), y funciona bien. Quizás podría traer 2 portalámparas en lugar de 1 para poder conseguir más iluminación. La única pega es que nada más instalarlo me di cuenta de que no me había llegado la tapa trasera del mando a distancia: no es algo fundamental y ya había instalado el ventilador, con lo que no voy a devolverlo, pero hubiera debido revisar que estaban todas las partes antes de empezar a instalar. El producto está bien, pero recomiendo revisar que no falta ninguna parte antes de empezar a instalar.",3,es,603,el producto responde a las características descritas mejor verlo en la propia página de cecotec y funciona bien quizás podría traer portalámparas en lugar de para poder conseguir más iluminación la única pega es que nada más instalarlo me di cuenta de que no me había llegado la tapa trasera del mando a distancia no es algo fundamental y ya había instalado el ventilador con lo que no voy a devolverlo pero hubiera debido revisar que estaban todas las partes antes de empezar a instalar el producto está bien pero recomiendo revisar que no falta ninguna parte antes de empezar a instalar,neutro
118416,"Fácil de instalar y funcionamiento instantáneo, diseño sobrio y correcto. Un cable usb 2.0 para placa y otro usb 3.0 de 19 pines.",5,es,129,fácil de instalar y funcionamiento instantáneo diseño sobrio y correcto un cable usb para placa y otro usb de pines,positivo
118548,"No funciona, los pájaros ni se inmutan",1,es,38,no funciona los pájaros ni se inmutan,negativo
118598,Funcional. Buen acabado. Bonito.,4,es,32,funcional buen acabado bonito,positivo
118623,"A funcionado 1 año y medio. De buenas a primera a dejado de funcionar. Pense que a lo mejor se le gasto la pila y le puse una nueva, aun así nada de nada. El aparato que va enchufado sigue funcionando pero no recibe señal del botón del timbre. También he mirado haber si esta en garantía porque tengo entendido que los aparatos eléctricos tienen 2 años de garantía pero no he visto nada en las opciones del producto en Amazon. No estoy seguro en recomendarlo o no.",2,es,464,a funcionado año y medio de buenas a primera a dejado de funcionar pense que a lo mejor se le gasto la pila y le puse una nueva aun así nada de nada el aparato que va enchufado sigue funcionando pero no recibe señal del botón del timbre también he mirado haber si esta en garantía porque tengo entendido que los aparatos eléctricos tienen años de garantía pero no he visto nada en las opciones del producto en amazon no estoy seguro en recomendarlo o no,negativo
118722,Lo compre en oferta y muy bien. Es fiable,5,es,41,lo compre en oferta y muy bien es fiable,positivo
118743,El envío muy rápido. Llegó en perfecto estado y me ha gustado mucho. Seguro que a la profe le encanta.,4,es,102,el envío muy rápido llegó en perfecto estado y me ha gustado mucho seguro que a la profe le encanta,positivo
119276,Relación calidad precio aceptable. Tiene más accesorios que las anteriores versiones así que fenomenal,5,es,102,relación calidad precio aceptable tiene más accesorios que las anteriores versiones así que fenomenal,positivo
119462,"No puedo poner más de tres estrellas porque, aunque la impresora los reconoce sin problemas, me pide cambiar el cartucho cuando aún queda mucha tinta en el interior, así que no me sirve de nada que sean XL.",3,es,206,no puedo poner más de tres estrellas porque aunque la impresora los reconoce sin problemas me pide cambiar el cartucho cuando aún queda mucha tinta en el interior así que no me sirve de nada que sean xl,neutro
119955,"Para ser de tamaño pequeño da bastante luz ,lo malo es que los tres avisadores de bateria no funcionan y no sabes cuando te puedes quedar tirado con la bateria ( me que sin luz en la montaña ).",3,es,193,para ser de tamaño pequeño da bastante luz lo malo es que los tres avisadores de bateria no funcionan y no sabes cuando te puedes quedar tirado con la bateria me que sin luz en la montaña,neutro
120149,"El pedido a día de hoy, 03 de marzo, todavía no me ha llegado. Lo pedí hace un ya un mes.",1,es,89,el pedido a día de hoy de marzo todavía no me ha llegado lo pedí hace un ya un mes,negativo
120693,Me llegó un día antes. Pero mi sorpresa es que los alicates de corte son los que veis en la foto. Eso no son para cortar. Ni es lo que indica en el producto.,2,es,157,me llegó un día antes pero mi sorpresa es que los alicates de corte son los que veis en la foto eso no son para cortar ni es lo que indica en el producto,negativo
120827,Fácil de montar y bonito,3,es,24,fácil de montar y bonito,neutro
120990,La rapidez del servicio y que el libro satisface mis espectativas,4,es,65,la rapidez del servicio y que el libro satisface mis espectativas,positivo
121017,"Las cajas de batería funcionan bien, pero de 8 que compré, solo pude cerrar una correctamente. El resto, o se rompía la tapa o directamente no las pude cerrar. Al final opté por sujetar la tapa con cinta adhesiva.",2,es,213,las cajas de batería funcionan bien pero de que compré solo pude cerrar una correctamente el resto o se rompía la tapa o directamente no las pude cerrar al final opté por sujetar la tapa con cinta adhesiva,negativo
121238,"estupenda muy resistente y de diseño elegante, envió rápido, tal como esta en la foto no tengo nada negativo que destacar al respecto",5,es,133,estupenda muy resistente y de diseño elegante envió rápido tal como esta en la foto no tengo nada negativo que destacar al respecto,positivo
121496,"Me ha encantado, pero hay que reconocer que yo ya esperaba que fuera grande y un tacto muy agradable.",5,es,101,me ha encantado pero hay que reconocer que yo ya esperaba que fuera grande y un tacto muy agradable,positivo
121891,"La primera impresión una vez sacado de la caja, ya te das cuenta que es de mala calidad. Soportes de plástico de aspecto duro y frágil. Después por si fuera poco a mi me llegó defectuoso y tuve que devolverlo, ya que tenía que chillar para que registrara algún sonido con el. Por lo que lo devolví y compre otra marca, que me va perfecto.",2,es,338,la primera impresión una vez sacado de la caja ya te das cuenta que es de mala calidad soportes de plástico de aspecto duro y frágil después por si fuera poco a mi me llegó defectuoso y tuve que devolverlo ya que tenía que chillar para que registrara algún sonido con el por lo que lo devolví y compre otra marca que me va perfecto,negativo
121998,"La calidad no es la esperada y la talla muy grande. La verdad no la recomiendo, esperaba otra cosa me ha dejado muy mala experiencia.",1,es,133,la calidad no es la esperada y la talla muy grande la verdad no la recomiendo esperaba otra cosa me ha dejado muy mala experiencia,negativo
122632,"muy buenos acabados, el marco gira un poco con lo que se puede orientar si se pone en un estante bajo lo malo es que la base es un poco inestable",3,es,145,muy buenos acabados el marco gira un poco con lo que se puede orientar si se pone en un estante bajo lo malo es que la base es un poco inestable,neutro
122904,les comunico que no he recibido este paquete y ustedes me dicen que ha sido depositado en un buzón de correo. Dónde?,1,es,116,les comunico que no he recibido este paquete y ustedes me dicen que ha sido depositado en un buzón de correo dónde,negativo
122930,"Han funcionado bien durante un año, pero al año y 2 meses han dejado de funcionar. Eran luces que no estaban encendidas mucho tiempo, así que eso que pone de vida útil 30.000 horas ni de coña, yo creo que no habrán llegado a las 1.000 horas. Conclusión: Bien mientras duró, pero duraron poco, así que mala experiencia.",2,es,318,han funcionado bien durante un año pero al año y meses han dejado de funcionar eran luces que no estaban encendidas mucho tiempo así que eso que pone de vida útil horas ni de coña yo creo que no habrán llegado a las horas conclusión bien mientras duró pero duraron poco así que mala experiencia,negativo
123075,Me ha gustado el diseño infantil. No me ha gustado el hecho de que sea más pequeña de lo que se puede apreciar el las imágenes.,3,es,127,me ha gustado el diseño infantil no me ha gustado el hecho de que sea más pequeña de lo que se puede apreciar el las imágenes,neutro
123222,"El producto no se puede considerar nuevo, ya que la caja no te llega precintada, la pila te viene puesta y el cabezal de limpieza se nota que no es nuevo. El producto en si cumple con sus funciones, depila bien el vello facial es muy cómodo y práctico, eso si hay que pasar varias veces por la misma zona, yo lo recomiendo. No deja puntitos rojos en la cara y arranca bien los pelos de todo tipo. El espejo ese con luz no sirve para mucho y la bolsita es práctica. Estaría bien que en vez de pilas seria a batería, al llevar pila pierde potencia cuando esta ese gasta, pero es mejor esta depiladora por el tipo de cabezal que tiene que otra que se use con cable y no traiga ese tipo de cabezal. Esta bien el producto pero no esperes que sea nuevo.",3,es,747,el producto no se puede considerar nuevo ya que la caja no te llega precintada la pila te viene puesta y el cabezal de limpieza se nota que no es nuevo el producto en si cumple con sus funciones depila bien el vello facial es muy cómodo y práctico eso si hay que pasar varias veces por la misma zona yo lo recomiendo no deja puntitos rojos en la cara y arranca bien los pelos de todo tipo el espejo ese con luz no sirve para mucho y la bolsita es práctica estaría bien que en vez de pilas seria a batería al llevar pila pierde potencia cuando esta ese gasta pero es mejor esta depiladora por el tipo de cabezal que tiene que otra que se use con cable y no traiga ese tipo de cabezal esta bien el producto pero no esperes que sea nuevo,neutro
123301,"Me gustó mucho, y deja un buen olor. Me gustaría probar los otros olores.",4,es,73,me gustó mucho y deja un buen olor me gustaría probar los otros olores,positivo
123351,"Pueden parecer pesados, pero son bastante livianos, se sebe a su vidrio fino. Ha sido una buena compra, son lo que esperaba.",4,es,124,pueden parecer pesados pero son bastante livianos se sebe a su vidrio fino ha sido una buena compra son lo que esperaba,positivo
